enrollee_id,city_development_index,gender,relevent_experience,enrolled_university,education_level,experience,company_size,last_new_job,training_hours,major_Arts,major_Business Degree,major_Humanities,major_No Major,major_Other,major_STEM,company_type_Early Stage Startup,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd
20749,0.6659999999999999,1.0,1,0.0,3,7.0,3.0,2.0,68,0,0,0,0,0,1,0,0,0,0,0,1
24308,0.624,1.0,1,0.0,3,10.0,1.0,2.0,20,0,0,0,0,0,1,0,1,0,0,0,0
15470,0.769,1.0,0,0.0,3,11.0,3.2533282904689864,2.0,18,0,0,0,0,0,1,0,0,0,0,0,0
9130,0.698,1.0,0,0.0,3,2.0,2.0,1.0,36,0,0,0,0,0,1,0,0,0,0,0,1
5870,0.887,1.0,0,0.0,2,11.0,3.2533282904689864,5.0,29,0,0,0,0,0,0,0,0,0,0,0,1
23697,0.6890000000000001,0.5,0,0.0,2,12.0,3.2533282904689864,0.0,41,0,0,0,0,0,0,0,0,0,0,0,0
26836,0.91,1.0,1,0.0,3,4.0,2.0,2.0,154,0,0,0,0,0,1,0,0,0,0,0,1
33339,0.624,1.0,0,0.0,3,2.0,4.0,1.0,39,0,0,0,0,0,1,0,0,0,0,1,0
28566,0.836,1.0,0,0.0,3,21.0,3.2533282904689864,2.0,180,0,0,0,0,0,1,0,0,0,0,0,0
28420,0.8270000000000001,1.0,1,0.0,3,21.0,3.2533282904689864,3.0,98,0,0,0,0,0,1,0,0,0,0,0,0
8667,0.764,1.0,1,0.0,3,7.0,2.0,1.0,48,0,0,0,0,0,1,0,0,0,0,0,1
14943,0.91,1.0,1,0.0,4,12.0,5.0,5.0,36,0,0,0,0,0,1,0,0,0,0,0,1
16378,0.836,1.0,1,1.0,2,5.0,7.0,1.0,58,0,0,0,0,0,0,0,0,0,0,0,1
4176,0.92,1.0,1,0.0,3,21.0,3.2533282904689864,2.0,20,0,0,0,0,0,1,0,0,0,0,0,0
10174,0.897,1.0,1,0.0,4,16.0,2.0,2.0,2,0,0,0,0,0,1,0,0,0,0,0,1
28310,0.92,1.0,0,1.0,3,4.0,3.2533282904689864,0.0,108,0,0,0,0,0,1,0,0,0,0,0,0
10913,0.897,0.0,0,0.0,5,11.0,5.0,1.0,150,0,0,0,0,0,1,0,0,0,0,0,1
20062,0.92,1.0,0,0.0,3,21.0,1.0,4.0,124,0,0,0,0,0,1,0,0,0,0,0,1
5918,0.903,0.5,0,0.0,0,0.0,3.2533282904689864,0.0,84,0,0,0,0,0,0,0,0,0,0,0,0
17661,0.847,1.0,0,0.0,4,4.0,3.0,1.0,33,0,0,0,0,0,1,0,0,0,0,1,0
29657,0.92,0.5,0,0.5,3,0.0,2.0,1.0,15,0,1,0,0,0,0,0,0,0,0,0,1
2507,0.91,1.0,1,0.0,3,21.0,4.0,5.0,12,0,0,0,0,0,1,0,0,0,0,0,1
25809,0.92,1.0,1,0.0,3,18.0,5.0,4.0,23,0,0,0,0,0,1,0,0,0,0,0,1
28826,0.624,0.5,1,0.0,3,14.0,4.0,1.0,28,0,0,0,0,0,1,0,0,0,0,0,1
20542,0.91,1.0,1,0.0,3,16.0,3.0,5.0,30,0,0,0,0,0,1,0,0,0,0,0,1
29713,0.887,1.0,1,0.0,4,21.0,3.2533282904689864,3.0,31,0,0,0,0,0,1,0,0,0,0,0,0
10486,0.448,0.5,0,1.0,3,2.0,4.0,2.0,154,0,0,0,0,1,0,0,0,0,0,1,0
28582,0.836,1.0,1,0.0,3,21.0,3.0,4.0,12,0,0,0,0,0,1,0,0,0,0,0,0
20307,0.92,1.0,0,0.0,3,21.0,3.2533282904689864,1.0,76,0,0,0,0,0,1,0,0,0,0,0,0
31503,0.91,1.0,1,0.0,3,15.0,4.0,1.0,2,0,0,0,0,0,1,0,0,0,0,0,1
27893,0.624,1.0,0,1.0,4,2.0,1.0,1.0,174,0,0,0,0,1,0,0,0,0,0,0,0
27190,0.92,0.5,0,0.0,4,2.0,3.0,1.0,80,0,0,0,0,0,1,0,0,0,0,0,1
8878,0.735,1.0,0,0.0,3,2.0,3.0,2.0,113,0,0,0,0,0,1,0,0,0,0,1,0
3324,0.92,1.0,0,0.0,3,21.0,3.2533282904689864,5.0,96,0,0,0,0,1,0,0,0,0,0,1,0
5791,0.939,1.0,0,0.0,3,21.0,6.0,1.0,30,0,0,0,0,0,1,0,0,0,0,0,1
15543,0.926,1.0,1,0.0,2,16.0,0.0,4.0,56,0,0,0,0,0,0,0,0,0,0,0,1
19070,0.91,0.0,0,0.0,2,3.0,3.2533282904689864,0.0,122,0,0,0,0,0,0,0,0,0,0,0,0
659,0.92,1.0,1,0.0,3,21.0,3.2533282904689864,1.0,178,0,0,0,0,0,1,0,0,0,0,0,0
10725,0.624,1.0,1,0.0,3,5.0,1.0,1.0,92,0,0,0,0,0,1,0,0,0,0,0,1
23956,0.92,1.0,0,0.0,0,2.0,3.2533282904689864,0.0,83,0,0,0,0,0,0,0,0,0,0,0,0
27940,0.939,0.5,1,0.0,3,21.0,2.0,2.0,148,0,0,0,0,0,1,1,0,0,0,0,0
27204,0.92,0.0,1,0.0,3,3.0,3.2533282904689864,3.0,33,0,0,0,0,0,1,0,0,0,0,0,0
2138,0.887,1.0,1,0.0,4,21.0,0.0,1.0,23,0,0,0,0,0,1,0,0,0,0,0,1
16485,0.624,1.0,1,0.0,4,1.0,2.0,2.0004270082732853,34,0,0,0,0,0,1,0,0,0,0,0,1
9509,0.92,0.5,1,0.0,0,12.0,3.2533282904689864,3.0,64,0,0,0,0,0,0,0,0,0,0,0,0
16583,0.624,1.0,0,0.0,2,0.0,3.2533282904689864,0.0,53,0,0,0,0,0,0,0,0,0,0,0,0
32750,0.92,1.0,1,0.0,3,16.0,1.0,5.0,134,0,0,0,0,0,1,0,0,0,0,0,1
11856,0.91,1.0,0,1.0,3,5.0,3.2533282904689864,1.0,178,0,0,0,0,0,1,0,0,0,0,0,0
16776,0.91,0.5,0,0.0,0,0.0,3.2533282904689864,2.0,111,0,0,0,0,0,0,0,0,0,0,0,0
13751,0.92,1.0,1,0.0,3,14.0,0.0,5.0,23,0,0,1,0,0,0,0,0,0,0,0,1
7180,0.624,0.5,0,0.0,1,1.0,3.2533282904689864,0.0,46,0,0,0,0,0,0,0,0,0,0,0,0
3162,0.92,1.0,1,0.0,4,10.0,4.0,4.0,48,0,0,0,0,0,1,0,0,0,0,0,1
12688,0.926,1.0,0,0.0,3,10.0,2.0,3.0,150,0,0,0,0,0,1,0,0,0,0,0,1
17770,0.682,0.5,1,0.0,4,15.0,5.0,1.0,41,0,0,0,0,0,1,0,0,0,0,0,1
1682,0.92,1.0,1,1.0,3,13.0,3.2533282904689864,0.0,80,0,0,0,0,0,1,0,0,0,0,0,0
26874,0.887,1.0,0,0.0,4,21.0,3.0,1.0,64,0,0,0,0,0,1,0,0,0,0,0,1
5767,0.624,1.0,0,0.0,3,7.0,3.2533282904689864,1.0,134,0,0,0,0,0,1,0,0,0,0,0,0
25154,0.5579999999999999,1.0,0,0.0,3,3.0,3.0,1.0,109,0,0,0,0,0,1,0,0,0,0,0,1
9171,0.8959999999999999,1.0,1,0.0,4,21.0,3.2533282904689864,2.0,276,0,0,0,0,0,1,0,0,0,0,0,0
26649,0.884,1.0,1,0.0,3,18.0,0.0,5.0,92,0,0,0,0,0,1,0,1,0,0,0,0
14423,0.92,0.5,0,1.0,3,3.0,2.0,1.0,70,0,0,0,0,0,1,0,0,0,0,0,0
15053,0.92,1.0,1,1.0,3,20.0,1.0,1.0,334,0,0,0,0,0,1,0,0,0,0,0,1
3095,0.91,1.0,0,0.0,4,21.0,3.2533282904689864,5.0,48,0,0,0,0,0,1,0,0,0,0,0,0
4238,0.767,1.0,1,0.0,3,15.0,3.2533282904689864,1.0,60,0,0,0,0,0,1,0,0,0,0,0,0
27375,0.624,1.0,1,0.0,3,12.0,4.0,5.0,330,0,0,0,0,0,1,0,0,0,0,0,1
16859,0.722,1.0,1,0.0,2,5.0,0.0,2.0,15,0,0,0,0,0,0,0,0,0,0,0,1
24834,0.939,1.0,1,0.0,3,6.0,6.0,2.0,19,0,0,0,0,0,1,0,0,0,0,1,0
11265,0.92,0.0,1,0.0,3,21.0,3.2533282904689864,2.0,105,0,0,0,0,0,1,0,0,0,0,0,0
1495,0.92,1.0,0,1.0,4,15.0,3.2533282904689864,0.0,188,0,0,0,0,1,0,0,0,0,0,0,1
17242,0.527,0.5,0,0.0,2,0.0,3.2533282904689864,0.0,55,0,0,0,0,0,0,0,0,0,0,0,0
5336,0.754,1.0,1,0.5,2,5.0,1.0,2.0,57,0,0,0,0,0,0,0,1,0,0,0,0
15241,0.866,1.0,1,0.0,3,9.0,3.0,2.0,4,0,0,0,0,1,0,0,0,0,0,0,0
20684,0.926,1.0,0,0.0,4,3.0,3.2533282904689864,2.0,134,0,0,0,0,0,1,0,0,0,0,0,0
24064,0.624,0.5,1,0.0,4,13.0,3.2533282904689864,1.0,68,0,0,0,0,0,1,0,0,0,0,0,0
11763,0.92,0.5,1,0.0,3,21.0,5.0,1.0,322,0,0,0,0,0,1,0,0,0,0,0,1
32593,0.926,1.0,0,1.0,2,6.0,3.2533282904689864,1.0,102,0,0,0,0,0,0,0,0,0,0,0,0
24329,0.926,1.0,0,0.5,3,2.0,0.0,0.0,184,0,0,0,0,0,1,0,0,0,0,0,0
30269,0.92,1.0,1,0.0,3,6.0,3.2533282904689864,1.0,39,0,0,0,0,0,1,0,0,0,0,0,0
32046,0.92,1.0,1,0.0,3,16.0,3.2533282904689864,1.0,7,0,0,0,0,0,1,0,0,0,0,0,0
32238,0.843,1.0,0,1.0,1,8.0,3.2533282904689864,1.0,162,0,0,0,0,0,0,0,0,0,0,0,0
30206,0.55,1.0,1,0.0,3,8.0,1.0,1.0,26,0,0,0,0,0,1,0,0,0,0,0,1
7480,0.939,0.5,1,0.0,3,21.0,3.0,1.0,64,0,0,1,0,0,0,0,0,0,0,0,1
3819,0.92,0.5,1,0.0,3,16.0,1.0,5.0,8,0,0,0,1,0,0,0,0,0,0,0,1
10254,0.92,0.5,0,0.0,2,6.0,1.0,2.0,70,0,0,0,0,0,0,0,0,0,0,0,1
13434,0.624,1.0,1,0.0,3,6.0,6.0,1.0,23,0,0,0,0,0,1,0,0,0,0,0,1
3188,0.624,0.5,1,0.0,3,8.0,7.0,0.0,9,0,0,0,0,0,1,0,0,1,0,0,0
6074,0.92,1.0,1,0.0,3,21.0,2.0,4.0,61,0,0,0,0,0,1,0,1,0,0,0,0
14160,0.92,1.0,1,0.0,3,12.0,3.2533282904689864,1.0,113,0,0,0,0,0,1,0,0,0,0,0,0
18921,0.624,1.0,1,0.0,3,0.0,5.0,1.0,59,0,0,0,0,0,1,0,0,0,0,0,1
12792,0.926,1.0,1,0.0,3,2.0,0.0,2.0,48,1,0,0,0,0,0,1,0,0,0,0,0
21273,0.903,0.5,0,0.0,3,3.0,3.2533282904689864,2.0,113,0,0,0,0,0,1,0,0,0,0,0,0
21755,0.624,0.5,1,0.0,3,15.0,7.0,1.0,63,0,0,0,0,0,1,0,0,0,0,0,1
16770,0.91,0.0,0,0.0,4,3.0,0.0,1.0,59,0,0,0,0,0,1,1,0,0,0,0,0
25795,0.92,1.0,0,0.0,3,21.0,5.0,4.0,75,0,0,0,0,0,1,0,0,1,0,0,0
19993,0.754,1.0,0,0.0,2,6.0,3.0,0.0,100,0,0,0,0,0,0,0,0,0,0,1,0
12772,0.897,0.5,1,0.0,4,14.0,3.2533282904689864,5.0,21,0,0,0,0,0,1,0,0,0,0,0,0
31765,0.855,1.0,0,1.0,3,9.0,7.0,3.0,14,0,0,0,0,0,1,0,0,0,0,0,1
33139,0.698,1.0,0,0.0,4,5.0,3.2533282904689864,1.0,46,0,0,0,0,0,1,0,0,0,0,0,0
9867,0.92,1.0,1,0.0,3,21.0,3.2533282904689864,3.0,22,0,0,1,0,0,0,0,0,0,0,0,0
15294,0.55,0.5,0,1.0,3,4.0,3.2533282904689864,0.0,55,0,0,0,0,0,1,0,0,0,0,0,0
3449,0.92,1.0,1,0.0,3,19.0,3.0,4.0,18,0,0,0,0,0,1,0,0,0,0,0,1
22314,0.92,1.0,1,0.0,3,21.0,4.0,1.0,9,0,0,0,0,0,1,0,1,0,0,0,0
7631,0.91,1.0,1,0.0,2,9.0,3.2533282904689864,5.0,4,0,0,0,0,0,0,0,0,0,0,0,0
28034,0.899,0.5,1,1.0,0,3.0,0.0,1.0,8,0,0,0,0,0,0,0,0,0,0,1,0
30076,0.926,1.0,0,0.0,2,4.0,3.2533282904689864,0.0,63,0,0,0,0,0,0,0,0,0,0,0,0
13821,0.92,0.5,0,0.0,3,7.0,3.2533282904689864,1.0,212,0,0,0,0,0,1,0,0,0,0,0,0
15047,0.92,1.0,1,0.0,3,21.0,2.0,1.0,51,0,0,1,0,0,0,0,0,0,1,0,0
19333,0.92,1.0,0,0.0,1,3.0,3.2533282904689864,0.0,78,0,0,0,0,0,0,0,0,0,0,0,0
14479,0.804,1.0,1,0.0,4,8.0,3.0,1.0,78,0,1,0,0,0,0,0,0,0,0,0,1
1444,0.92,1.0,0,0.0,2,6.0,3.2533282904689864,0.0,66,0,0,0,0,0,0,0,0,0,0,0,0
17553,0.92,1.0,1,0.0,3,15.0,7.0,2.0,102,0,0,0,0,0,1,0,0,0,0,0,1
16968,0.92,1.0,1,0.0,3,7.0,7.0,1.0,56,0,0,0,0,0,1,0,0,0,0,0,1
30515,0.897,1.0,0,1.0,3,7.0,3.2533282904689864,0.0,90,0,0,0,0,0,1,0,0,0,0,0,0
27553,0.92,1.0,1,0.0,3,21.0,0.0,5.0,47,0,1,0,0,0,0,0,0,0,0,0,1
15934,0.91,0.5,1,0.0,4,8.0,3.0,1.0,60,0,0,0,0,0,1,0,0,0,0,0,1
24814,0.754,1.0,1,0.0,3,1.0,2.0,1.0,34,0,0,0,0,0,1,1,0,0,0,0,0
22531,0.897,1.0,1,0.0,4,11.0,2.0,2.0,16,0,0,0,0,0,1,0,0,0,0,0,0
28655,0.91,1.0,1,0.0,2,5.0,2.0,1.0,34,0,0,0,0,0,0,0,0,0,0,0,1
22416,0.624,0.5,1,1.0,4,21.0,3.2533282904689864,5.0,6,0,0,0,0,0,1,0,0,0,0,0,0
20259,0.899,1.0,1,0.0,4,6.0,3.2533282904689864,1.0,53,0,0,0,0,0,1,0,0,0,0,0,0
21190,0.915,0.5,1,0.0,3,12.0,5.0,2.0004270082732853,20,0,0,0,0,0,1,0,0,0,0,0,1
9114,0.89,1.0,1,0.0,4,21.0,2.0,2.0,8,0,0,0,0,0,1,0,0,0,0,0,1
1841,0.624,0.5,1,0.0,4,5.0,2.0,2.0,61,0,0,0,0,0,1,0,0,0,0,0,1
22061,0.624,1.0,1,0.0,3,4.0,3.0,2.0,78,0,0,0,0,0,1,0,0,0,0,0,1
69,0.624,1.0,1,0.0,4,2.0,2.0,1.0,23,0,0,0,0,0,1,0,0,0,0,0,1
32184,0.897,1.0,1,0.5,3,3.0,0.0,1.0,29,0,0,0,0,0,1,0,0,0,0,0,1
6545,0.624,1.0,1,0.0,3,9.0,6.0,4.0,52,0,0,0,0,0,1,0,0,0,0,0,1
1438,0.92,0.5,0,0.0,2,4.0,3.2533282904689864,0.0,23,0,0,0,0,0,0,0,0,0,0,0,0
10931,0.926,1.0,1,0.0,3,13.0,3.2533282904689864,3.0,77,0,0,0,0,0,1,0,0,0,0,0,0
10524,0.624,1.0,1,0.0,3,9.0,3.0,5.0,174,0,0,0,0,0,1,0,0,0,0,0,1
32546,0.92,1.0,0,0.0,2,1.0,3.2533282904689864,0.0,40,0,0,0,0,0,0,0,0,0,0,0,1
2003,0.92,1.0,1,1.0,2,4.0,3.2533282904689864,1.0,112,0,0,0,0,0,0,0,0,0,0,0,0
26101,0.92,1.0,1,0.0,2,18.0,7.0,2.0,25,0,0,0,0,0,0,0,0,0,0,0,1
9553,0.624,0.0,1,0.0,3,8.0,5.0,2.0,220,0,0,0,0,0,1,0,0,0,0,0,1
28708,0.939,0.5,1,0.0,3,14.0,2.0,1.0,68,0,0,0,0,0,1,0,0,0,0,0,1
4186,0.92,1.0,0,0.0,3,21.0,3.2533282904689864,5.0,18,0,0,0,0,0,1,0,0,0,0,0,0
25666,0.91,1.0,1,0.0,3,3.0,0.0,1.0,2,0,0,0,0,0,1,0,0,0,0,0,0
31935,0.913,1.0,1,0.0,4,7.0,3.0,1.0,5,0,0,0,0,0,1,0,0,0,0,0,0
4865,0.926,1.0,0,0.5,5,21.0,2.0,5.0,10,0,0,0,0,0,1,0,0,0,0,0,0
11184,0.579,0.5,0,1.0,3,2.0,3.0,1.0,34,0,0,0,0,0,1,0,0,0,0,0,1
28108,0.92,1.0,1,0.0,5,21.0,3.2533282904689864,1.0,72,0,0,0,0,0,1,0,0,0,0,0,0
31488,0.91,1.0,1,0.0,3,21.0,3.2533282904689864,3.0,64,0,0,0,0,0,1,0,0,0,0,0,0
9963,0.926,1.0,1,0.0,3,5.0,6.0,3.0,156,0,0,0,0,0,1,0,0,0,0,0,0
19675,0.624,0.5,1,0.0,4,11.0,7.0,1.0,17,0,0,0,0,0,1,0,0,0,0,0,1
8804,0.804,0.5,1,0.0,3,7.0,3.2533282904689864,0.0,10,0,0,0,0,0,1,0,0,0,0,0,0
19537,0.624,1.0,1,0.0,4,3.0,1.0,1.0,64,0,0,0,0,0,1,0,0,0,0,0,0
235,0.91,0.5,0,1.0,3,6.0,3.2533282904689864,1.0,35,0,0,0,0,0,1,0,0,0,0,0,1
21321,0.698,1.0,0,1.0,4,5.0,3.2533282904689864,2.0,20,0,0,0,0,0,1,0,0,0,0,0,0
22234,0.92,0.5,1,0.0,3,19.0,2.0,2.0,37,0,0,0,0,0,1,0,0,0,0,0,1
4390,0.624,0.5,1,0.0,4,6.0,7.0,2.0,139,0,0,0,0,0,1,0,0,0,0,0,1
569,0.92,0.5,1,0.0,3,12.0,4.0,5.0,24,0,0,0,0,0,1,0,0,0,0,0,1
27583,0.92,1.0,1,0.0,3,4.0,7.0,4.0,46,0,0,1,0,0,0,0,0,0,0,0,1
10388,0.939,0.0,1,0.0,3,2.0,1.0,1.0,40,0,0,0,0,0,1,0,0,0,0,0,1
24115,0.855,0.5,1,0.0,3,21.0,2.0,2.0,149,0,0,0,0,0,1,0,0,0,0,0,1
7667,0.92,0.0,0,0.0,3,4.0,3.0,2.0,68,0,0,1,0,0,0,0,0,1,0,0,0
27320,0.887,1.0,1,0.0,3,21.0,7.0,5.0,102,0,0,0,0,0,1,0,0,0,0,0,1
26659,0.802,1.0,1,0.0,3,11.0,5.0,2.0,70,0,0,0,0,0,1,0,0,0,0,0,1
18623,0.527,1.0,0,0.5,3,4.0,3.2533282904689864,1.0,35,0,1,0,0,0,0,0,0,0,0,0,0
28051,0.624,1.0,1,0.0,3,3.0,3.0,3.0,77,0,0,0,0,0,1,0,0,0,0,0,1
4522,0.92,1.0,1,0.0,3,21.0,2.0,5.0,46,0,0,0,0,0,1,0,1,0,0,0,0
694,0.926,1.0,1,0.0,2,8.0,1.0,5.0,29,0,0,0,0,0,0,0,0,0,0,0,0
5030,0.698,1.0,0,1.0,3,3.0,3.2533282904689864,0.0,11,0,0,0,0,0,1,0,0,0,0,0,0
20787,0.91,1.0,1,0.0,5,21.0,6.0,1.0,30,0,0,0,0,0,1,0,0,0,0,0,1
19023,0.624,1.0,1,0.0,3,10.0,7.0,1.0,25,0,0,0,0,0,1,0,0,0,0,0,1
32730,0.624,1.0,1,0.0,3,0.0,7.0,2.0,122,0,0,0,0,0,1,0,0,0,0,0,1
1586,0.939,0.5,1,0.0,2,6.0,3.2533282904689864,1.0,59,0,0,0,0,0,0,0,0,0,0,0,0
18035,0.624,0.5,1,1.0,3,8.0,3.2533282904689864,0.0,30,0,0,0,0,0,1,0,0,0,0,0,0
10168,0.939,1.0,1,0.0,2,7.0,3.0,1.0,6,0,0,0,0,0,0,0,0,0,0,1,0
11793,0.624,1.0,0,1.0,2,2.0,3.2533282904689864,0.0,78,0,0,0,0,0,0,0,0,0,0,0,0
10347,0.848,1.0,1,0.0,4,21.0,2.0,5.0,7,0,0,0,0,0,1,0,0,0,0,0,1
13336,0.624,0.5,0,1.0,1,2.0,3.2533282904689864,2.0004270082732853,21,0,0,0,0,0,0,0,0,0,0,0,0
22537,0.884,1.0,1,1.0,4,7.0,4.0,1.0,23,0,0,0,0,0,1,0,0,0,0,0,0
13798,0.884,0.5,0,1.0,3,5.0,3.2533282904689864,1.0,147,0,0,0,0,0,1,0,0,0,0,0,0
25120,0.624,0.5,0,0.0,3,4.0,7.0,0.0,12,0,0,0,0,0,1,0,0,0,0,0,1
30322,0.91,1.0,1,0.0,3,21.0,3.2533282904689864,5.0,29,0,0,0,0,0,1,0,0,0,0,0,0
28093,0.92,0.0,0,1.0,4,12.0,7.0,2.0,155,0,0,0,0,0,1,0,0,0,0,1,0
4612,0.91,0.5,0,1.0,2,2.0,3.2533282904689864,1.0,29,0,0,0,0,0,0,0,0,0,0,0,0
20927,0.92,1.0,1,0.0,3,18.0,3.2533282904689864,2.0004270082732853,10,0,0,0,1,0,0,0,0,0,0,0,0
10668,0.804,1.0,0,1.0,2,3.0,5.0,1.0,4,0,0,0,0,0,0,0,0,0,0,0,1
13081,0.762,0.0,0,1.0,3,3.0,3.2533282904689864,5.0,122,0,0,0,0,0,1,0,0,1,0,0,0
12048,0.89,1.0,1,0.0,4,21.0,3.2533282904689864,1.0,30,0,0,0,0,0,1,0,0,0,0,0,0
27402,0.92,1.0,0,0.0,2,3.0,3.2533282904689864,0.0,96,0,0,0,0,0,0,0,0,0,0,0,0
6223,0.92,0.5,1,1.0,3,8.0,3.0,2.0004270082732853,8,0,0,0,0,0,1,0,0,0,0,0,1
32733,0.624,1.0,0,1.0,3,6.0,3.2533282904689864,0.0,61,0,0,0,0,0,1,0,0,0,0,0,0
16608,0.624,1.0,0,1.0,3,2.0,3.2533282904689864,0.0,150,0,0,0,0,0,1,0,0,0,0,0,0
28751,0.92,0.5,0,1.0,2,4.0,3.2533282904689864,3.0,75,0,0,0,0,0,0,0,0,0,0,0,0
18304,0.6659999999999999,1.0,0,1.0,2,2.0,3.2533282904689864,1.0,110,0,0,0,0,0,0,0,0,0,0,0,0
12778,0.92,0.0,0,0.0,3,6.0,0.0,1.0,61,0,0,0,0,0,1,0,0,0,0,0,1
